battle_turn,opponent_pokemon,opponent_type,move_used,move_type,move_category,weather_condition,pikachu_status,terrain_type,held_item,pikachu_ability,opponent_level,pikachu_level,move_power,attack_stat,defense_stat,sp_attack_stat,sp_defense_stat,speed_stat_pikachu,speed_stat_opponent,attack_stage,defense_stage,speed_stage,type_effectiveness,critical_hit,move_hit,friendship_level,experience_points,healing_applied,damage_dealt,previous_hp,max_hp,pikachu_hp,round,turn,trainer_focus_score
Round 325 - Turn 22:00,Vaporeon,Water,,Electric,Special,Sandstorm,Paralyzed,,,Static,41,42,80,60,46,43,58,75,41,0,0,-2,2,0,1,99,3333,0,65,81,81,62,325,22,79.2
Round 325 - Turn 23:00,Dragonite,Dragon,Iron Tail,Electric,Physical,Sun,,,Assault Vest,Lightning Rod,43,42,100,58,46,49,59,75,91,0,-1,0,0.5,0,1,80,3318,0,50,18,81,10,325,23,23.2
Round 326 - Turn 00:00,Dragonite,Dragon,Nuzzle,Normal,Physical,Rain,Paralyzed,,Light Ball,Static,27,29,20,42,28,34,44,56,18,1,-1,0,0.5,0,0,81,5172,0,,59,59,53,326,0,94.9
Round 326 - Turn 01:00,Charizard,Fire,Iron Tail,Electric,Physical,Sandstorm,,,,Static,24,29,100,38,28,40,35,64,45,,-1,0,1,0,1,129,3071,0,85,59,59,0,326,1,10.7
Round 326 - Turn 02:00,Alakazam,Psychic,Thunder,Electric,Special,Electric Terrain,,Grassy Terrain,Light Ball,Static,25,29,110,41,25,37,40,60,87,-1,0,,1,0,1,184,2810,0,30,59,59,9,326,2,22.3
Round 326 - Turn 03:00,Machamp,Fighting,Agility,Electric,Status,Hail,,,,Static,28,29,0,43,39,39,38,54,34,1,0,0,1,0,1,91,2120,0,0,30,59,20,326,3,45.5
Round 326 - Turn 04:00,Lapras,Water,Quick Attack,Electric,Physical,Clear,,,Focus Sash,Static,29,29,40,36,,41,36,56,62,,2,1,2,0,1,141,742,0,30,30,59,0,326,4,10
Round 326 - Turn 05:00,Snorlax,Normal,,Electric,Physical,Sandstorm,,,Light Ball,Lightning Rod,31,29,40,38,41,34,31,63,110,1,0,-1,1,0,1,29,875,0,20,59,59,50,326,5,75.9
Round 326 - Turn 06:00,Machamp,Fighting,Iron Tail,Electric,Physical,Sandstorm,,Misty Terrain,Light Ball,Static,24,29,100,33,22,43,28,58,51,0,0,1,1,0,1,247,1485,0,55,37,59,2,326,6,21.6
Round 326 - Turn 07:00,Onix,Rock,Iron Tail,Electric,Physical,Sandstorm,,Grassy Terrain,Light Ball,Static,31,29,100,43,24,40,47,66,66,1,-1,1,0.5,0,1,72,2706,0,80,59,59,32,326,7,64.4
Round 326 - Turn 08:00,Dragonite,Dragon,Quick Attack,,Physical,Clear,,,Light Ball,Lightning Rod,25,29,40,32,24,40,32,54,53,0,1,-2,0.5,0,1,110,1946,0,10,59,59,59,326,8,90.1
Round 326 - Turn 09:00,Skarmory,Steel,Quick Attack,Electric,Physical,Clear,,,Assault Vest,Static,27,29,40,45,36,37,29,66,62,0,0,1,1,0,1,95,3584,0,20,51,,35,326,9,54
Round 326 - Turn 10:00,Rhydon,Rock,Electro Ball,Electric,Special,Rain,,Electric Terrain,Light Ball,Static,32,29,80,41,25,43,33,65,60,2,0,0,0.5,0,1,37,4206,0,55,29,,10,326,10,28.7
Round 326 - Turn 11:00,Blastoise,Water,Thunderbolt,Electric,Special,Rain,,,Light Ball,Static,22,29,90,40,25,33,25,61,58,0,0,0,2,0,1,156,261,0,,59,59,29,326,11,51.5
Round 326 - Turn 12:00,Dragonite,Dragon,,Electric,Physical,Clear,,Electric Terrain,Light Ball,Lightning Rod,29,29,100,40,39,38,30,66,,0,0,0,,0,1,80,1431,0,25,59,59,55,326,12,92.7
Round 326 - Turn 13:00,Dragonite,Dragon,Nuzzle,Normal,Physical,Sun,,,,Static,33,29,20,44,29,35,40,56,10,0,1,0,0.5,0,1,215,2259,0,5,33,59,34,326,13,58.7
Round 326 - Turn 14:00,Lapras,Water,Volt Tackle,Electric,Physical,Rain,Burned,,Focus Sash,Static,26,29,120,45,28,38,40,57,43,-1,1,1,2,0,1,129,2945,0,35,30,59,0,326,14,19.4
Round 326 - Turn 15:00,Blastoise,Water,Thunder,Electric,Special,Clear,,Electric Terrain,,Static,25,29,110,32,36,43,25,54,57,0,2,0,2,0,1,98,2269,0,100,59,59,0,326,15,27
Round 326 - Turn 16:00,Dragonite,Dragon,Agility,Electric,Status,Hail,Burned,,Assault Vest,Static,19,29,0,35,20,29,28,66,36,0,1,0,1,0,1,174,3965,0,0,59,59,59,326,16,97.4
Round 326 - Turn 17:00,Blastoise,Water,Electro Ball,Electric,Special,Clear,Burned,,Assault Vest,,27,29,80,45,32,37,30,66,40,0,0,1,2,0,1,,3797,0,75,59,59,43,326,17,65.7
Round 326 - Turn 18:00,Charizard,Fire,Volt Tackle,Electric,Physical,Hail,,Misty Terrain,Assault Vest,Static,27,29,120,,30,,45,58,73,-1,-1,0,1,1,1,125,3050,0,100,59,59,26,326,18,54.7
Round 326 - Turn 19:00,Venusaur,Grass,Quick Attack,Electric,Physical,Sun,Paralyzed,,,Static,25,29,40,31,26,32,32,60,46,-1,0,1,0.5,0,1,145,2701,0,5,59,59,56,326,19,85.6
Round 326 - Turn 20:00,Skarmory,Steel,Thunderbolt,Electric,Special,Electric Terrain,,,,Static,29,29,90,38,39,37,46,62,62,-1,0,0,1,0,1,180,1483,0,20,52,59,32,326,20,55
Round 326 - Turn 21:00,Gyarados,,Thunderbolt,Electric,Special,Hail,,Electric Terrain,Light Ball,Static,26,29,90,34,30,40,34,61,52,-1,0,1,2,0,1,207,3094,,75,31,59,0,326,21,5.6
Round 326 - Turn 22:00,Blastoise,Water,Quick Attack,Electric,Physical,Clear,,,Sitrus Berry,Static,31,29,40,,27,31,48,55,40,-1,0,1,2,0,1,62,2384,0,40,59,59,26,326,22,53.5
Round 326 - Turn 23:00,Dragonite,Dragon,Thunder,Electric,Special,Clear,,,Sitrus Berry,Static,32,29,110,37,37,43,49,52,34,1,0,0,0.5,0,1,229,1577,0,25,20,59,33,326,23,56.6
Round 327 - Turn 00:00,,Rock,Thunderbolt,Electric,Special,Sun,,,Light Ball,Static,36,29,90,40,37,37,50,66,70,0,0,0,0.5,0,1,123,2816,0,15,59,59,38,327,0,65.7
Round 327 - Turn 01:00,Onix,Rock,Electro Ball,Electric,Special,Sun,,,Assault Vest,Static,27,29,80,44,36,42,45,64,64,0,0,0,0.5,0,0,238,3758,0,0,45,59,51,327,1,85.6
Round 327 - Turn 02:00,Alakazam,Psychic,Thunder,Electric,Special,Rain,,,,Static,22,29,110,39,31,31,26,55,74,0,0,1,1,0,1,116,2052,0,50,45,59,17,327,2,29.4
Round 327 - Turn 03:00,Gengar,Ghost,Electro Ball,Electric,Special,Clear,,,Light Ball,Static,28,29,80,43,29,38,36,64,62,-2,2,0,1,0,1,159,3958,0,10,59,59,50,327,3,77.3
Round 327 - Turn 04:00,Rhydon,Rock,Agility,Electric,Status,Rain,,Electric Terrain,Sitrus Berry,Static,31,29,0,44,39,35,43,61,65,0,0,0,1,0,1,79,3410,,0,49,59,50,327,4,85.3
Round 327 - Turn 05:00,Charizard,Fire,Thunderbolt,Electric,Special,Electric Terrain,,,Focus Sash,Static,32,29,90,31,44,39,51,58,73,0,0,0,1,0,1,55,3790,0,30,49,59,9,327,5,29.8
Round 327 - Turn 06:00,Venusaur,Grass,Electro Ball,Electric,Special,Clear,,,Light Ball,Static,24,29,80,44,25,31,34,59,69,-1,1,-2,0.5,0,1,123,657,0,10,19,59,6,327,6,21.8
Round 327 - Turn 07:00,Rhydon,Rock,Volt Tackle,Electric,Physical,Electric Terrain,,Electric Terrain,Light Ball,Lightning Rod,30,29,120,34,34,42,48,60,28,0,0,-2,0.5,0,1,154,2285,,30,10,59,0,327,7,14.8
Round 327 - Turn 08:00,Dragonite,Dragon,Quick Attack,Electric,Physical,Hail,,Misty Terrain,Sitrus Berry,Static,38,29,,37,33,37,43,60,58,-1,0,-1,0.5,0,1,151,3153,26,5,59,59,45,327,8,66
Round 327 - Turn 09:00,Venusaur,Grass,Quick Attack,Electric,Physical,Sun,,Misty Terrain,,Lightning Rod,28,29,40,42,26,34,36,63,60,,0,-1,0.5,0,1,150,1495,0,15,59,59,35,327,9,58.6
Round 327 - Turn 10:00,Gengar,Ghost,Thunderbolt,Electric,Special,,,,Assault Vest,Static,33,29,90,,42,42,44,60,107,0,0,0,1,0,0,137,2991,0,0,46,59,24,327,10,51.6
Round 327 - Turn 11:00,Machamp,Fighting,Electro Ball,Electric,Special,Sandstorm,,Electric Terrain,Light Ball,Lightning Rod,30,29,80,43,37,40,48,63,41,0,-1,0,1,0,0,152,,0,0,46,59,27,327,11,52.1
Round 327 - Turn 12:00,Gengar,Ghost,Nuzzle,Normal,Physical,Clear,,,Light Ball,Static,25,29,20,42,24,31,39,66,50,-1,0,-1,1,0,1,180,1029,0,5,46,59,39,327,12,75.5
Round 327 - Turn 13:00,Steelix,Steel,Electro Ball,Electric,Special,Hail,,Electric Terrain,Sitrus Berry,Static,,29,,44,26,32,37,57,60,0,0,0,1,1,1,157,2143,0,55,39,59,0,327,13,17.1
Round 327 - Turn 14:00,Venusaur,Grass,,Electric,Physical,Electric Terrain,Paralyzed,,Focus Sash,Static,23,29,100,31,20,37,25,66,45,0,0,0,0.5,0,1,70,2024,0,30,59,59,36,327,14,64.2
Round 327 - Turn 15:00,Dragonite,Dragon,Agility,Electric,Status,Clear,Burned,Electric Terrain,Sitrus Berry,Static,29,29,0,40,31,36,33,66,74,2,0,0,1,0,1,131,2130,,0,27,59,22,327,15,55.9
Round 327 - Turn 16:00,Alakazam,Psychic,Electro Ball,Electric,Special,Clear,,Electric Terrain,Focus Sash,Static,40,29,80,42,41,33,58,61,,0,-1,0,1,0,1,142,5492,0,35,27,59,0,327,16,11.7
Round 327 - Turn 17:00,Lapras,Water,Iron Tail,Electric,Physical,Clear,,,Assault Vest,Static,37,29,100,42,41,34,39,53,28,0,0,0,2,0,1,182,1928,0,85,59,59,0,327,17,18.7
Round 327 - Turn 18:00,,Dragon,Quick Attack,Electric,Physical,Clear,,,Assault Vest,Static,24,29,40,44,23,33,39,65,60,-2,0,1,0.5,0,1,162,2718,0,10,59,59,38,327,18,57.2
Round 327 - Turn 19:00,,Steel,Thunderbolt,Electric,,Clear,Paralyzed,,Assault Vest,Static,30,29,90,42,30,,38,63,77,0,-1,0,1,0,1,121,2930,0,45,51,59,21,327,19,43
Round 327 - Turn 20:00,Vaporeon,Water,Volt Tackle,Electric,Physical,Electric Terrain,,,,Static,28,29,120,37,39,34,35,60,38,-1,0,0,2,0,1,62,3223,0,65,5,59,0,327,20,6.6
Round 327 - Turn 21:00,Alakazam,Psychic,Nuzzle,Normal,Physical,Clear,,,Light Ball,Static,30,29,20,44,29,37,49,64,94,0,0,1,1,0,1,255,1922,14,10,59,59,59,327,21,88.1
Round 327 - Turn 22:00,Golem,Rock,Electro Ball,Electric,Special,Electric Terrain,,,Sitrus Berry,Lightning Rod,23,29,80,42,27,31,,52,40,0,-2,0,0.5,0,0,85,2580,0,0,59,59,59,327,22,92
Round 327 - Turn 23:00,Blastoise,Water,Electro Ball,Electric,Special,Electric Terrain,,,,Static,30,29,80,,41,42,49,57,69,0,-1,-1,2,0,1,142,4873,0,85,59,59,0,327,23,16.2
Round 328 - Turn 00:00,Charizard,,Thunder,Electric,Special,Clear,Paralyzed,,Sitrus Berry,Static,31,25,110,30,30,36,42,55,58,0,0,0,1,0,1,164,1392,,35,28,52,0,328,0,14
Round 328 - Turn 01:00,Charizard,Fire,Nuzzle,Normal,Physical,Rain,,,Light Ball,Static,25,25,20,40,20,37,29,48,15,2,0,0,1,0,0,152,2962,0,0,52,52,50,328,1,97.4
Round 328 - Turn 02:00,Rhydon,Rock,Agility,Electric,Status,Electric Terrain,Burned,,Light Ball,Static,27,,0,39,37,25,35,47,34,0,-1,0,1,0,1,166,1647,0,0,52,52,52,328,2,81.2
Round 328 - Turn 03:00,Blastoise,Water,Iron Tail,Electric,Physical,Electric Terrain,,Electric Terrain,,Static,29,25,100,30,33,29,31,59,68,0,0,0,2,0,1,119,3899,0,90,52,52,49,328,3,95.7
Round 328 - Turn 04:00,Machamp,Fighting,Thunderbolt,,Special,Clear,,,,Static,42,25,90,28,41,27,46,56,74,1,1,-2,1,0,1,97,1699,0,20,52,52,36,328,4,63.4
Round 328 - Turn 05:00,Golem,,Thunderbolt,Electric,Special,Rain,,Electric Terrain,,Static,21,,90,28,21,32,22,49,81,0,0,1,0.5,,1,216,1648,0,30,33,52,0,328,5,7.2
Round 328 - Turn 06:00,Snorlax,,Thunder,Electric,Special,Clear,,Electric Terrain,Light Ball,Static,23,25,110,28,37,35,28,59,71,0,1,0,1,0,1,161,1057,0,,3,52,0,328,6,19.3
Round 328 - Turn 07:00,Onix,Rock,Thunder,Electric,Special,Clear,Paralyzed,,Assault Vest,Static,23,25,110,29,34,39,32,52,44,-1,1,0,0.5,0,1,102,2632,,10,52,52,24,328,7,51.8
Round 328 - Turn 08:00,Alakazam,Psychic,Quick Attack,Electric,Physical,Clear,,,,Static,25,25,40,39,20,39,27,55,49,-1,-2,0,1,0,1,162,1169,0,40,42,52,0,328,8,12.4
Round 328 - Turn 09:00,Rhydon,Rock,Thunder,Electric,Special,Clear,,,Sitrus Berry,Static,26,25,110,29,34,31,43,,61,-1,0,0,0.5,0,1,112,4403,0,10,2,52,0,328,9,22.4
Round 328 - Turn 10:00,Venusaur,Grass,Iron Tail,Electric,Physical,Clear,Paralyzed,Electric Terrain,Focus Sash,Static,27,25,100,38,29,35,35,46,39,0,0,0,0.5,0,1,204,3287,0,30,52,52,30,328,10,64.5
Round 328 - Turn 11:00,Alakazam,Psychic,Thunderbolt,,Special,Clear,Burned,Electric Terrain,Light Ball,Static,21,25,90,35,20,34,32,53,48,-1,0,1,1,0,1,178,3441,0,30,20,52,0,328,11,18.1
Round 328 - Turn 12:00,Snorlax,Normal,Agility,Electric,Status,Sun,,,Light Ball,Static,16,25,0,41,22,26,20,54,55,-1,0,0,1,0,1,199,2779,0,0,52,52,33,328,12,56.5
Round 328 - Turn 13:00,Machamp,Fighting,Quick Attack,Electric,Physical,Clear,Burned,Electric Terrain,,Static,22,25,40,34,31,27,22,46,77,2,2,0,1,0,1,124,3938,0,10,52,52,38,328,13,71.1
Round 328 - Turn 14:00,Dragonite,Dragon,Thunderbolt,Electric,Special,Clear,,,Focus Sash,Static,13,25,90,37,22,26,24,52,88,0,1,0,0.5,0,1,113,0,0,10,41,52,16,328,14,41.8
Round 328 - Turn 15:00,,Dragon,Thunderbolt,Electric,Special,Rain,,Misty Terrain,Sitrus Berry,Static,20,25,90,34,21,37,30,52,15,0,1,0,0.5,0,1,158,2610,20,15,,52,38,328,15,65.2
Round 328 - Turn 16:00,Dragonite,Dragon,Electro Ball,Electric,Special,Rain,,Electric Terrain,Light Ball,Static,32,25,,29,41,35,45,50,27,0,2,0,0.5,0,1,214,1791,0,10,37,52,32,328,16,64.1
Round 328 - Turn 17:00,Dragonite,Dragon,Quick Attack,Electric,Physical,Rain,,Grassy Terrain,,Lightning Rod,28,25,40,29,31,25,32,55,73,-1,0,0,0.5,0,1,135,2965,0,5,28,52,19,328,17,38.2
Round 328 - Turn 18:00,Venusaur,Grass,Agility,Electric,Status,Clear,,,,Static,22,25,,39,29,31,28,51,,-1,1,,1,0,1,214,2203,0,0,23,52,26,328,18,56.2
Round 328 - Turn 19:00,Rhydon,Rock,Nuzzle,Normal,Physical,Electric Terrain,,Electric Terrain,Light Ball,Static,21,25,20,34,22,25,39,,62,0,1,0,0.5,0,0,174,2924,0,0,23,52,16,328,19,41.9
Round 328 - Turn 20:00,Onix,Rock,Quick Attack,Electric,Physical,Clear,,,Sitrus Berry,Lightning Rod,23,25,40,27,24,32,30,58,87,-1,0,-1,0.5,0,0,113,3596,0,0,23,52,45,328,20,85.9
Round 328 - Turn 21:00,Dragonite,Dragon,Agility,Electric,Status,Clear,,,Sitrus Berry,Static,37,25,0,36,40,35,47,48,47,0,0,0,1,0,1,70,2600,0,0,23,52,37,328,21,70.3
Round 328 - Turn 22:00,Alakazam,Psychic,Thunder,Electric,Special,Clear,,Electric Terrain,Sitrus Berry,Static,27,25,110,37,21,28,41,,56,-1,,1,1,0,1,125,960,0,15,23,52,28,328,22,53.5
Round 328 - Turn 23:00,Gengar,Ghost,Quick Attack,Electric,Physical,Sun,,,Assault Vest,Static,18,25,40,35,32,38,19,55,68,0,0,0,1,0,1,134,1327,0,20,7,52,18,328,23,46.1
Round 329 - Turn 00:00,Lapras,,Agility,Electric,Status,Sandstorm,,,,Static,23,,0,34,30,30,28,52,66,-1,0,0,1,0,1,171,4056,0,0,55,55,45,329,0,76.8
Round 329 - Turn 01:00,Charizard,Fire,Thunder,Electric,Special,Electric Terrain,,,,Static,34,27,110,38,45,30,40,50,53,0,-1,0,1,0,1,,4010,0,45,55,55,0,329,1,21.7
Round 329 - Turn 02:00,Steelix,Steel,Volt Tackle,Electric,Physical,Clear,,,Assault Vest,Static,24,,120,41,27,27,,54,59,0,0,0,1,0,1,134,237,0,,12,55,0,329,2,22.8
Round 329 - Turn 03:00,Blastoise,Water,Quick Attack,Electric,Physical,Clear,Paralyzed,,Light Ball,Static,26,27,40,42,34,29,42,52,55,-1,1,-2,2,0,1,75,2626,0,20,55,55,16,329,3,33
Round 329 - Turn 04:00,Dragonite,Dragon,Electro Ball,Electric,Special,Rain,,Electric Terrain,Sitrus Berry,Static,21,27,80,43,18,30,22,59,73,-1,0,0,0.5,0,1,154,2520,0,15,35,55,24,329,4,55.3
Round 329 - Turn 05:00,Dragonite,Dragon,Thunderbolt,,Special,Clear,,,Focus Sash,Static,24,27,90,39,27,,42,49,66,1,0,-1,0.5,0,1,172,2792,0,25,18,55,0,329,5,19
Round 329 - Turn 06:00,Blastoise,Water,Electro Ball,Electric,Special,Sandstorm,,Grassy Terrain,Sitrus Berry,Static,22,27,80,38,,30,39,50,35,-1,0,-1,2,0,1,122,3618,0,30,55,55,42,329,6,69.4
Round 329 - Turn 07:00,Gengar,Ghost,Iron Tail,Electric,Physical,Rain,,Misty Terrain,Light Ball,Static,23,27,100,37,,36,30,53,49,0,0,0,1,0,1,123,3082,0,50,23,55,5,329,7,16.2
Round 329 - Turn 08:00,Venusaur,Grass,Quick Attack,Electric,Physical,Clear,,,,Lightning Rod,26,27,40,30,21,38,31,60,81,1,0,0,0.5,0,1,190,1664,0,15,55,55,37,329,8,63
Round 329 - Turn 09:00,Onix,Rock,Iron Tail,Electric,Physical,Sandstorm,,,,,26,27,100,36,27,33,40,,68,-2,0,0,0.5,0,1,204,959,0,10,38,,20,329,9,33.7
Round 329 - Turn 10:00,Alakazam,Psychic,Electro Ball,Electric,Special,Hail,,,Light Ball,Static,23,27,80,32,35,27,29,56,43,0,0,0,1,1,1,,3257,0,45,26,55,11,329,10,35.9
Round 329 - Turn 11:00,Venusaur,Grass,Thunderbolt,Electric,Special,Rain,Paralyzed,,,Static,24,27,90,40,33,37,30,53,53,0,0,-2,0.5,0,1,77,959,0,20,55,55,35,329,11,75.2
Round 329 - Turn 12:00,Blastoise,Water,Thunderbolt,Electric,Special,Electric Terrain,,Electric Terrain,Light Ball,Static,33,27,90,36,32,40,44,52,75,1,0,0,2,0,1,7,2005,0,125,33,55,0,329,12,0
Round 329 - Turn 13:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Clear,Burned,Electric Terrain,Assault Vest,Static,31,27,90,35,33,35,49,61,67,1,-1,0,1,0,1,185,3361,0,75,,55,23,329,13,51.4
Round 329 - Turn 14:00,Rhydon,Rock,Electro Ball,Electric,Special,Sun,,,Light Ball,Static,20,,80,42,33,38,21,60,81,0,0,0,0.5,0,0,104,526,0,0,55,55,52,329,14,95.1
Round 329 - Turn 15:00,Charizard,Fire,Quick Attack,Electric,Physical,Clear,Paralyzed,Misty Terrain,Sitrus Berry,Lightning Rod,24,27,40,31,20,37,36,53,19,0,0,1,1,0,1,203,1601,0,25,55,55,35,329,15,70.8
Round 329 - Turn 16:00,Steelix,Steel,Iron Tail,Electric,Physical,Clear,Paralyzed,,,Static,29,27,100,39,36,35,35,54,49,0,0,0,1,0,1,90,3511,0,45,32,55,0,329,16,22.7
Round 329 - Turn 17:00,Charizard,Fire,Volt Tackle,Electric,Physical,Clear,,Electric Terrain,Sitrus Berry,Static,27,27,120,36,24,28,32,54,37,2,1,0,1,0,1,120,881,0,110,55,55,27,329,17,47.9
Round 329 - Turn 18:00,Blastoise,Water,Volt Tackle,Electric,Physical,Clear,,,Sitrus Berry,Static,18,27,120,43,20,,31,48,68,0,0,0,2,0,0,120,274,11,0,55,55,55,329,18,94.4
Round 329 - Turn 19:00,Gengar,Ghost,Thunderbolt,Electric,Special,Sun,,Electric Terrain,,Static,25,27,90,29,,34,40,53,84,0,0,0,1,0,1,161,2094,0,35,55,55,33,329,19,66.9
Round 329 - Turn 20:00,,Grass,Quick Attack,Electric,Physical,Hail,,Electric Terrain,,Static,32,27,40,39,40,39,43,54,55,0,-2,1,0.5,0,1,103,3731,0,20,19,55,2,329,20,20.4
Round 329 - Turn 21:00,Alakazam,Psychic,Iron Tail,Electric,Physical,Clear,,,Focus Sash,Static,24,27,100,32,37,34,24,55,44,0,-1,,1,0,1,83,1314,0,45,55,55,10,329,21,30.6
Round 329 - Turn 22:00,Blastoise,Water,Thunderbolt,Electric,Special,Clear,,,Light Ball,Static,30,27,90,43,31,32,36,60,53,0,1,0,2,0,1,218,3082,0,40,9,55,15,329,22,35.8
Round 329 - Turn 23:00,Steelix,Steel,Electro Ball,Electric,Special,Electric Terrain,,,Light Ball,Static,32,27,80,43,32,35,49,52,,-2,0,0,1,0,1,133,2680,0,15,55,55,55,329,23,93.2
Round 330 - Turn 00:00,Rhydon,Rock,,Normal,Physical,Clear,,Electric Terrain,,Static,29,34,20,41,35,39,42,66,71,-2,1,1,0.5,0,1,101,1238,0,0,67,67,67,330,0,91.9
Round 330 - Turn 01:00,Alakazam,Psychic,Iron Tail,Electric,Physical,Hail,,Electric Terrain,Sitrus Berry,Static,36,34,100,44,41,34,48,71,78,1,0,0,1,0,1,126,4111,0,95,66,67,0,330,1,15
Round 330 - Turn 02:00,Alakazam,Psychic,Nuzzle,Normal,Physical,Sandstorm,Paralyzed,,Light Ball,Static,34,34,20,46,32,39,37,63,88,0,0,-1,1,0,0,128,4493,0,0,67,67,67,330,2,100
Round 330 - Turn 03:00,Snorlax,Normal,Thunderbolt,Electric,Special,Rain,,,Focus Sash,Static,37,34,90,41,36,45,55,71,63,0,-1,0,1,0,1,94,3419,0,50,67,67,0,330,3,18.2
Round 330 - Turn 04:00,Blastoise,Water,Electro Ball,Electric,Special,Clear,,,Sitrus Berry,Static,38,34,80,50,39,36,38,63,59,0,0,1,2,0,1,201,1994,0,75,15,67,0,330,4,13.3
Round 330 - Turn 05:00,Alakazam,Psychic,Volt Tackle,,Physical,Hail,,,Assault Vest,Static,29,34,120,41,38,35,32,62,35,0,0,0,1,0,1,157,1763,0,60,67,67,11,330,5,31
Round 330 - Turn 06:00,Onix,Rock,Electro Ball,Electric,Special,Electric Terrain,,Electric Terrain,Focus Sash,Static,28,34,80,37,34,48,30,,98,-1,-1,1,0.5,0,1,196,3805,0,40,6,67,0,330,6,8.2
Round 330 - Turn 07:00,Charizard,Fire,Quick Attack,Electric,Physical,Sun,,Misty Terrain,,Static,38,34,40,40,41,48,49,62,,0,1,-1,1,0,0,237,4207,0,0,67,67,64,330,7,83.4
Round 330 - Turn 08:00,Golem,Rock,Agility,Electric,Status,,,,Sitrus Berry,Static,23,34,0,43,27,36,28,66,36,-2,0,1,1,0,1,17,2875,0,0,67,67,60,330,8,86.8
Round 330 - Turn 09:00,Blastoise,Water,Thunderbolt,Electric,Special,Rain,,,,Static,37,34,90,43,45,40,52,71,75,1,0,0,2,0,1,123,4013,0,90,67,67,0,330,9,24.6
Round 330 - Turn 10:00,Venusaur,,Thunderbolt,Electric,Special,Clear,,Electric Terrain,Assault Vest,Static,44,34,90,41,52,35,55,63,60,0,0,1,0.5,0,1,118,3043,0,20,67,67,30,330,10,69
Round 330 - Turn 11:00,Charizard,Fire,Nuzzle,Normal,Physical,Clear,,Electric Terrain,Sitrus Berry,Static,42,34,20,43,33,48,42,70,56,,-1,0,1,0,1,81,4978,0,5,49,67,35,330,11,58.2
Round 330 - Turn 12:00,Blastoise,Water,Thunder,Electric,Special,Clear,,,Assault Vest,Lightning Rod,37,34,110,39,47,41,44,66,85,1,0,0,2,0,1,111,128,0,135,42,67,44,330,12,62.8
Round 330 - Turn 13:00,Lapras,Water,Nuzzle,Normal,Physical,Clear,,Grassy Terrain,Light Ball,Static,25,34,20,47,31,34,29,69,99,1,-1,0,2,0,1,69,2196,0,40,67,67,22,330,13,38.1
Round 330 - Turn 14:00,Gengar,Ghost,Electro Ball,Electric,Special,Clear,,Electric Terrain,,Static,27,34,80,43,31,41,33,63,64,0,0,1,1,1,1,,0,0,95,26,67,0,330,14,15.2
Round 330 - Turn 15:00,Charizard,Fire,Volt Tackle,Electric,Physical,Clear,,,,Static,34,34,120,47,30,38,43,68,112,1,0,0,1,0,1,115,631,0,125,67,67,28,330,15,46.7
Round 330 - Turn 16:00,Blastoise,Water,Iron Tail,Electric,Physical,Clear,Burned,,Focus Sash,Static,43,34,100,45,49,35,58,63,50,1,0,1,,0,0,159,2178,0,0,67,67,40,330,16,56.9
Round 330 - Turn 17:00,Charizard,Fire,Iron Tail,Electric,Physical,Clear,,,,Static,30,34,100,38,31,36,43,71,92,0,1,0,1,0,1,169,2313,0,40,67,67,5,330,17,11
Round 330 - Turn 18:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Sandstorm,,,Light Ball,Static,31,34,90,40,31,40,43,66,51,2,-1,0,1,0,1,88,4847,0,115,27,67,0,330,18,25.3
Round 330 - Turn 19:00,Machamp,Fighting,Thunder,Electric,Special,Clear,,,Light Ball,Lightning Rod,40,34,110,43,36,35,59,64,39,0,0,0,1,0,1,216,1463,0,30,67,67,18,330,19,48.5
Round 330 - Turn 20:00,Venusaur,Grass,Nuzzle,Normal,Physical,Electric Terrain,,,Light Ball,Static,36,34,20,45,44,38,,69,77,0,2,0,0.5,0,1,115,1533,30,0,36,67,45,330,20,71.4
Round 330 - Turn 21:00,Lapras,Water,Thunderbolt,Electric,Special,Rain,,Misty Terrain,,Lightning Rod,35,34,90,40,28,47,43,64,59,1,-1,0,2,0,0,145,1624,0,0,64,67,21,330,21,43.9
Round 330 - Turn 22:00,Charizard,Fire,Nuzzle,Normal,Physical,Clear,,Misty Terrain,Focus Sash,Static,39,34,20,48,31,46,40,66,66,1,-1,1,1,0,,100,923,0,20,64,67,27,330,22,47.3
Round 330 - Turn 23:00,Onix,Rock,Thunder,Electric,Special,Hail,,Electric Terrain,Light Ball,Static,30,34,110,46,24,35,47,63,63,0,-1,2,0.5,0,1,157,1578,0,40,42,67,0,330,23,19.9
Round 331 - Turn 00:00,Machamp,Fighting,Thunderbolt,Electric,Special,Clear,,Misty Terrain,Light Ball,Lightning Rod,39,34,90,42,33,48,39,68,63,0,0,0,1,0,1,163,3793,0,50,67,67,0,331,0,7
Round 331 - Turn 01:00,Venusaur,Grass,Thunder,Electric,Special,Electric Terrain,,Grassy Terrain,Sitrus Berry,Static,33,34,110,45,34,40,47,70,72,1,0,-1,0.5,0,1,124,1956,0,35,17,67,0,331,1,18.6
Round 331 - Turn 02:00,Snorlax,Normal,,Electric,Special,Electric Terrain,,,,Static,33,34,90,44,45,48,38,71,69,0,0,-2,1,0,1,116,4022,0,55,67,,9,331,2,26.4
